k [ Mpc^-1],P(k) [Mpc^3]
0.175969768,3921.944409
0.177297695,3869.711483
0.178635643,3815.763754
0.179983688,3760.145767
0.181341905,3702.955628
0.182710372,3644.520655
0.184089166,3585.220533
0.185478365,3525.415885
0.186878047,3465.453245
0.188288292,3405.757625
0.189709178,3346.81024
0.191140788,3289.062316
0.1925832,3232.933377
0.194036498,3178.751226
0.195500763,3126.670551
0.196976077,3076.812486
0.198462525,3029.289545
0.19996019,2984.181161
0.201469157,2941.354252
0.202989511,2900.582938
0.204521338,2861.653189
0.206064725,2824.361014
0.207619759,2788.445351
0.209186527,2753.561704
0.210765119,2719.374831
0.212355624,2685.56556
0.213958131,2651.838624
0.215572731,2617.953458
0.217199515,2583.693995
0.218838576,2548.85649
0.220490005,2513.256835
0.222153897,2476.876298
0.223830345,2439.848156
0.225519444,2402.307003
0.22722129,2364.381939
0.228935978,2326.226941
0.230663606,2288.090374
0.232404271,2250.227121
0.234158072,2212.87594
0.235925108,2176.257662
0.237705478,2140.543114
0.239499283,2105.863345
0.241306626,2072.339394
0.243127607,2040.083862
0.244962329,2009.145115
0.246810897,1979.392119
0.248673415,1950.666916
0.250549989,1922.820106
0.252440723,1895.708865
0.254345726,1869.172984
0.256265104,1843.03896
0.258198967,1817.141816
0.260147423,1791.325617
0.262110583,1765.463354
0.264088558,1739.521181
0.266081459,1713.490639
0.268089399,1687.364512
0.270112492,1661.137944
0.272150852,1634.864892
0.274204594,1608.679954
0.276273834,1582.716277
0.278358689,1557.098715
0.280459278,1531.940339
0.282575718,1507.305896
0.284708129,1483.230465
0.286856632,1459.746058
0.289021349,1436.882187
0.291202401,1414.65225
0.293399913,1393.002199
0.295614007,1371.860985
0.29784481,1351.161383
0.300092447,1330.839799
0.302357046,1310.83401
0.304638734,1291.079314
0.30693764,1271.513644
0.309253895,1252.078575
0.311587629,1232.719373
0.313938974,1213.413486
0.316308063,1194.205155
0.31869503,1175.145094
0.32110001,1156.280942
0.323523139,1137.657322
0.325964553,1119.313989
0.328424391,1101.283064
0.330902792,1083.59362
0.333399896,1066.272611
0.335915844,1049.344984
0.338450778,1032.821595
0.341004841,1016.658935
0.343578179,1000.801265
0.346170935,985.1960015
0.348783258,969.7935824
0.351415293,954.5494051
0.354067192,939.4510432
0.356739102,924.5088319
0.359431175,909.7329732
0.362143564,895.1329802
0.364876421,880.7176962
0.367629901,866.4962419
0.37040416,852.4804045
0.373199354,838.6818492
0.376015642,825.1113446
0.378853183,811.778799
0.381712136,798.6932726
0.384592665,785.8553537
0.38749493,773.2472416
0.390419097,760.8494423
0.393365331,748.6435171
0.396333798,736.6120425
0.399324667,724.7385728
0.402338105,713.0110963
0.405374284,701.4334136
0.408433374,690.0131036
0.41151555,678.7571702
0.414620985,667.672062
0.417749854,656.7636937
0.420902335,646.0374144
0.424078606,635.4939201
0.427278846,625.1266879
0.430503236,614.9287891
0.433751958,604.8936031
0.437025196,595.0148061
0.440323136,585.2863604
0.443645962,575.7025044
0.446993864,566.2586173
0.45036703,556.9537903
0.453765651,547.7879576
0.457189919,538.7609588
0.460640028,529.8725434
0.464116173,521.122375
0.46761855,512.5100345
0.471147357,504.0350248
0.474702793,495.6965986
0.47828506,487.4926758
0.48189436,479.4206459
0.485530897,471.4779608
0.489194877,463.6621363
0.492886506,455.9707501
0.496605993,448.4014397
0.500353549,440.9519014
0.504129385,433.6198885
0.507933715,426.4032115
0.511766754,419.2999122
0.515628718,412.3083753
0.519519826,405.4270346
0.523440297,398.6543409
0.527390354,391.9887618
0.531370219,385.4287822
0.535380118,378.9729036
0.539420276,372.6196444
0.543490923,366.3675398
0.547592288,360.2151415
0.551724604,354.1610179
0.555888104,348.2037525
0.560083022,342.3419323
0.564309597,336.5741544
0.568568067,330.8990334
0.572858673,325.3152012
0.577181658,319.8213073
0.581537265,314.416018
0.585925741,309.0980168
0.590347333,303.8660042
0.594802293,298.718697
0.599290871,293.6548289
0.603813322,288.6731499
0.6083699,283.772426
0.612960864,278.9514397
0.617586473,274.2089891
0.622246988,269.5438867
0.626942674,264.9549418
0.631673794,260.4409684
0.636440617,256.0007977
0.641243412,251.6332784
0.646082451,247.3372759
0.650958006,243.1116725
0.655870354,238.9553671
0.660819773,234.8672749
0.665806541,230.8463271
0.670830941,226.8914708
0.675893257,223.0016689
0.680993775,219.1758995
0.686132783,215.4131561
0.691310572,211.712447
0.696527434,208.0727955
0.701783665,204.4932394
0.707079561,200.9728309
0.712415421,197.5106362
0.717791547,194.1057357
0.723208244,190.7572236
0.728665817,187.4642085
0.734164574,184.2258186
0.739704827,181.0411968
0.745286888,177.9094984
0.750911074,174.8298911
0.756577702,171.8015546
0.762287092,168.8236804
0.768039567,165.895472
0.773835452,163.0161443
0.779675074,160.1849241
0.785558765,157.401049
0.791486855,154.6637682
0.797459682,151.9723417
0.803477581,149.3260405
0.809540893,146.7241464
0.815649961,144.1659516
0.82180513,141.6507591
0.828006748,139.1778818
0.834255166,136.7466433
0.840550736,134.3563768
0.846893814,132.0064258
0.85328476,129.6961433
0.859723934,127.4248922
0.8662117,125.1920447
0.872748425,122.9969827
0.879334478,120.839097
0.885970232,118.7177879
0.892656062,116.6324646
0.899392345,114.5825446
0.906179462,112.5674531
0.913017797,110.5866241
0.919907737,108.6395003
0.92684967,106.7255327
0.933843989,104.8441811
0.94089109,102.9949133
0.947991371,101.1772055
0.955145233,99.39054169
0.96235308,97.63441414
0.96961532,95.90832279
0.976932364,94.21177532
0.984304624,92.54428706
0.991732518,90.90538084
0.999216465,89.29458691
1.006756889,87.71144279
1.014354215,86.15549324
1.022008874,84.62629006
1.029721296,83.12339207
1.03749192,81.64636497
1.045321183,80.19478124
1.053209528,78.76822007
1.061157402,77.36626723
1.069165253,75.98851497
1.077233533,74.63456197
1.0853627,73.30401321
1.093553212,71.99647988
1.101805533,70.71157931
1.110120128,69.44893484
1.118497468,68.20817579
1.126938026,66.98893726
1.13544228,65.79085978
1.144010709,64.6135895
1.152643799,63.4567782
1.161342037,62.32008322
1.170105915,61.20316737
1.178935928,60.10569887
1.187832575,59.02735123
1.196796359,57.96780319
1.205827787,56.92673865
1.21492737,55.90384658
1.22409562,54.89882096
1.233333058,53.91136068
1.242640204,52.94116946
1.252017585,51.98795584
1.261465731,51.05143301
1.270985176,50.13131883
1.280576458,49.22733571
1.290240119,48.33921052
1.299976705,47.4666746
1.309786766,46.60946361
1.319670858,45.76731752
1.329629538,44.93998049
1.33966337,44.12720087
1.349772921,43.3287311
1.359958762,42.54432763
1.370221468,41.7737509
1.38056162,41.01676525
1.390979803,40.27313885
1.401476604,39.5426437
1.412052618,38.82505549
1.422708443,38.12015366
1.433444679,37.42772135
1.444261935,36.74754527
1.455160822,36.07941561
1.466141955,35.42312601
1.477205955,34.77847348
1.488353449,34.14525838
1.499585065,33.52328435
1.510901438,32.91235824
1.522303209,32.3122901
1.533791021,31.7228931
1.545365524,31.14398351
1.557027372,30.5753806
1.568777225,30.01690666
1.580615746,29.4683869
1.592543604,28.92964943
1.604561474,28.40052521
1.616670035,27.880848
1.628869971,27.37045432
1.641161972,26.86918341
1.653546732,26.37687718
1.666024952,25.89338018
1.678597337,25.41853953
1.691264597,24.95220492
1.704027449,24.49422854
1.716886614,24.04446504
1.729842818,23.60277151
1.742896794,23.16900745
1.756049279,22.74303467
1.769301018,22.32471732
1.782652759,21.91392183
1.796105256,21.51051671
1.809659271,21.1143726
1.823315569,20.72536233
1.837074922,20.34336087
1.850938107,19.96824534
1.864905909,19.59989491
1.878979116,19.23819083
1.893158525,18.88301634
1.907444936,18.53425669
1.921839158,18.19179906
1.936342003,17.85553256
1.950954291,17.5253482
1.965676848,17.20113882
1.980510507,16.88279912
1.995456106,16.57022557
2.010514489,16.26331643
2.025686508,15.96197168
2.04097302,15.66609302
2.056374889,15.37558384
2.071892986,15.09034916
2.087528188,14.81029566
2.103281378,14.53533159
2.119153447,14.2653668
2.135145292,14.00031267
2.151257817,13.74008211
2.167491932,13.48458953
2.183848556,13.2337508
2.200328612,12.98748326
2.216933032,12.74570565
2.233662754,12.50833813
2.250518725,12.27530223
2.267501897,12.04652088
2.284613229,11.82191833
2.301853689,11.60142015
2.319224252,11.38495317
2.336725898,11.17244551
2.354359618,10.96382654
2.372126408,10.75902681
2.390027272,10.55797812
2.408063222,10.36061342
2.426235277,10.16686683
2.444544465,9.976673625
2.46299182,9.789970185
2.481578385,9.606694006
2.500305211,9.426783669
2.519173355,9.250178821
2.538183885,9.076820162
2.557337875,8.906649422
2.576636407,8.739609349
2.596080572,8.575643688
2.61567147,8.414697164
2.635410207,8.256715471
2.655297899,8.101645248
2.67533567,7.949434069
2.695524654,7.800030425
2.71586599,7.653383709
2.736360828,7.509444198
2.757010328,7.368163043
2.777815655,7.229492252
2.798777987,7.093384672
2.819898507,6.959793982
2.84117841,6.82867465
2.862618899,6.699981917
2.884221184,6.573671816
2.905986488,6.449701154
2.92791604,6.328027501
2.950011079,6.208609181
2.972272855,6.091405252
2.994702627,5.976375499
3.01730166,5.863480419
3.040071234,5.752681208
3.063012634,5.643939753
3.086127158,5.537218613
3.109416112,5.432481016
3.132880813,5.329690841
3.156522585,5.22881261
3.180342767,5.129811474
3.204342704,5.032653206
3.228523752,4.937304186
3.252887278,4.843731397
3.27743466,4.751902404
3.302167285,4.661785357
3.327086551,4.573348968
3.352193865,4.486562512
3.377490648,4.401395811
3.402978329,4.317819224
3.428658349,4.235803643
3.454532158,4.155320479
3.48060122,4.076341654
3.506867008,3.998839594
3.533331007,3.922787218
3.559994711,3.848157931
3.586859629,3.774925622
3.613927279,3.703064654
3.64119919,3.632549846
3.668676905,3.56335647
3.696361975,3.495460243
3.724255966,3.428837316
3.752360455,3.363464267
3.78067703,3.299318098
3.809207291,3.236376222
3.83795285,3.174616459
3.866915334,3.114017028
3.896096378,3.05455654
3.925497633,2.996213992
3.955120759,2.938968757
3.984967431,2.882800583
4.015039336,2.827689582
4.045338174,2.773616225
4.075865657,2.720561335
4.10662351,2.668506082
4.137613473,2.617431977
4.168837297,2.567320865
4.200296746,2.518154917
4.231993598,2.469916632
4.263929646,2.422588821
4.296106694,2.376154608
4.328526561,2.330597425
4.361191079,2.285901002
4.394102094,2.242049365
4.427261467,2.199026831
4.460671072,2.156818
4.494332797,2.115407752
4.528248544,2.07478124
4.562420231,2.034923887
4.59684979,1.99582138
4.631539165,1.957459669
4.666490318,1.919824957
4.701705224,1.882903703
4.737185874,1.84668261
4.772934272,1.811148624
4.80895244,1.776288929
4.845242414,1.742090947
4.881806243,1.708542324
4.918645996,1.675630936
4.955763753,1.643344881
4.993161614,1.611672472
5.030841692,1.580602239
5.068806116,1.55012292
5.107057033,1.520223461
5.145596604,1.49089301
5.184427007,1.462120913
5.223550438,1.433896714
5.262969107,1.406210148
5.302685243,1.379051137
5.34270109,1.35240979
5.38301891,1.326276398
5.423640982,1.300641429
5.464569602,1.275495529
5.505807083,1.250829512
5.547355756,1.226634367
5.589217969,1.202901243
5.631396088,1.179621457
5.673892498,1.156786474
5.7167096,1.134387912
5.759849814,1.112417542
5.803315579,1.09086729
5.847109351,1.069729231
5.891233606,1.048995587
5.935690837,1.028658725
5.980483557,1.008711155
6.025614299,0.989145524
6.071085612,0.969954619
6.116900066,0.951131358
6.163060253,0.932668794
6.209568779,0.914560107
6.256428275,0.896798605
6.303641387,0.87937772
6.351210786,0.862291009
6.39913916,0.845532146
6.447429217,0.829094925
6.496083688,0.812973255
6.545105321,0.797161159
6.594496888,0.781652771
6.644261181,0.766442335
6.694401011,0.751524204
6.744919214,0.736892833
6.795818644,0.722542784
6.847102178,0.70846872
6.898772715,0.694665402
6.950833175,0.681127691
7.003286501,0.667850543
7.056135658,0.65482901
7.109383632,0.642058236
7.163033433,0.629533462
7.217088093,0.61725002
7.271550669,0.605203329
7.326424237,0.593388893
7.381711899,0.5818023
7.437416781,0.570439221
7.493542031,0.559295407
7.55009082,0.548366689
7.607066346,0.537648975
7.664471828,0.527138251
7.722310512,0.516830575
7.780585665,0.506722083
7.839300583,0.49680898
7.898458583,0.487087543
7.958063009,0.477554119
8.01811723,0.468205124
8.078624641,0.459037039
8.139588661,0.450046414
8.201012736,0.441229861
8.262900337,0.432584057
8.325254964,0.424105741
8.388080139,0.415791714
8.451379414,0.407638836
8.515156367,0.399644026
8.579414602,0.391804261
8.644157752,0.384116577
8.709389475,0.376578062
8.775113458,0.369185862
8.841333417,0.361937175
8.908053094,0.354829252
8.97527626,0.347859398
9.043006715,0.34102497
9.111248286,0.334323377
9.180004832,0.327752073
9.249280237,0.321308565
9.319078418,0.314990401
9.38940332,0.30879518
9.460258917,0.302720543
9.531649214,0.296764178
9.603578246,0.290923813
9.676050079,0.285197222
9.749068808,0.27958222
9.822638562,0.274076663
9.896763498,0.268678446
9.971447805,0.263385507
10.04669571,0.25819582
10.12251145,0.253107398
10.19889933,0.248118293
10.27586366,0.243226591
10.35340878,0.238430418
10.43153909,0.233727932
10.51025899,0.229117327
10.58957294,0.224596832
10.66948542,0.220164708
10.75000095,0.215819251
10.83112407,0.211558788
10.91285938,0.207381678
10.99521149,0.20328631
11.07818506,0.199271106
11.16178477,0.195334515
11.24601535,0.191475018
11.33088157,0.187691115
11.41638821,0.183981327
11.50254012,0.180344207
11.58934216,0.176778335
11.67679923,0.173282318
11.76491629,0.169854792
11.85369831,0.16649442
11.9431503,0.163199889
12.03327733,0.159969913
12.12408449,0.156803232
12.21557691,0.153698609
12.30775977,0.150654834
12.40063826,0.147670717
12.49421765,0.144745094
12.58850322,0.141876822
12.6835003,0.139064784
12.77921427,0.136307879
12.87565052,0.133605034
12.97281451,0.130955191
13.07071173,0.128357317
13.16934772,0.125810398
13.26872805,0.123313438
13.36885834,0.120865464
13.46974424,0.118465519
13.57139146,0.116112665
13.67380575,0.113805985
13.77699289,0.111544577
13.88095871,0.109327557
13.9857091,0.10715406
14.09124996,0.105023236
14.19758728,0.102934255
14.30472705,0.100886314
14.41267533,0.098878626
14.52143823,0.096910418
14.63102189,0.094980933
14.7414325,0.093089427
14.85267631,0.09123517
14.96475961,0.089417445
15.07768872,0.087635549
15.19147003,0.085888792
15.30610998,0.084176495
15.42161503,0.082497995
15.53799173,0.080852638
15.65524664,0.079239784
15.7733864,0.077658806
15.89241768,0.076109085
16.01234721,0.074590017
16.13318177,0.073101008
16.25492819,0.071641475
16.37759335,0.070210846
16.50118418,0.06880856
16.62570767,0.067434067
16.75117085,0.066086826
16.87758082,0.064766307
17.00494473,0.06347199
17.13326976,0.062203365
17.26256318,0.060959931
17.39283229,0.059741197
17.52408446,0.05854668
17.65632709,0.057375908
17.78956768,0.056228418
17.92381374,0.055103749
18.05907287,0.054001449
18.19535271,0.05292107
18.33266097,0.051862177
18.4710054,0.05082434
18.61039382,0.049807142
18.75083411,0.048810171
18.89233422,0.047833024
19.03490213,0.046875306
19.1785459,0.045936632
19.32327366,0.045016622
19.46909359,0.044114904
19.61601392,0.043231116
19.76404296,0.042364899
19.91318908,0.041515906
20.06346071,0.040683793
20.21486633,0.039868226
20.36741451,0.039068874
20.52111388,0.038285417
20.67597311,0.037517537
20.83200096,0.036764926
20.98920625,0.036027281
21.14759786,0.035304304
21.30718475,0.034595704
21.46797594,0.033901195
21.62998051,0.033220498
21.79320762,0.032553339
21.95766649,0.031899448
22.12336643,0.031258564
22.2903168,0.030630426
22.45852703,0.030014784
22.62800663,0.02941139
22.79876519,0.028820003
22.97081234,0.028240388
23.14415782,0.027672313
23.31881142,0.02711555
23.49478302,0.026569877
23.67208256,0.026035075
23.85072006,0.025510931
24.03070562,0.024997234
24.21204941,0.024493778
24.39476168,0.024000363
24.57885276,0.023516788
24.76433305,0.023042862
24.95121304,0.022578392
25.13950329,0.022123193
25.32921444,0.021677082
25.52035722,0.021239879
25.71294242,0.020811408
25.90698094,0.020391497
26.10248373,0.019979977
26.29946186,0.019576682
26.49792645,0.019181449
26.69788872,0.018794118
26.89935997,0.018414535
27.10235159,0.018042544
27.30687505,0.017677997
27.51294192,0.017320745
27.72056384,0.016970645
27.92975254,0.016627554
28.14051985,0.016291335
28.35287768,0.01596185
28.56683804,0.015638966
28.78241301,0.015322553
28.99961478,0.015012482
29.21845564,0.014708628
29.43894793,0.014410867
29.66110414,0.014119079
29.88493681,0.013833145
30.1104586,0.013552948
30.33768225,0.013278376
30.56662061,0.013009315
30.79728662,0.012745658
31.0296933,0.012487296
31.26385381,0.012234124
31.49978137,0.011986039
31.73748932,0.01174294
31.9769911,0.011504728
32.21830023,0.011271306
32.46143036,0.011042577
32.70639524,0.01081845
32.9532087,0.010598832
33.20188471,0.010383634
33.4524373,0.010172767
33.70488065,0.009966146
33.95922902,0.009763685
34.21549679,0.009565302
34.47369844,0.009370915
34.73384857,0.009180445
34.99596188,0.008993813
35.26005318,0.008810944
35.52613741,0.008631762
35.79422959,0.008456193
36.06434489,0.008284164
36.33649858,0.008115603
36.61070602,0.007950442
36.88698273,0.007788611
37.16534431,0.007630043
37.4458065,0.007474673
37.72838516,0.007322436
38.01309625,0.007173269
38.29995587,0.00702711
38.58898022,0.006883899
38.88018565,0.006743577
39.17358861,0.006606084
39.46920569,0.006471365
39.7670536,0.006339363
40.06714917,0.006210024
40.36950936,0.006083294
40.67415126,0.005959121
40.98109209,0.005837453
41.2903492,0.00571824
41.60194007,0.005601433
41.91588231,0.005486983
42.23219366,0.005374842
42.550892,0.005264965
42.87199535,0.005157307
43.19552186,0.005051821
43.5214898,0.004948465
43.84991761,0.004847196
44.18082384,0.004747972
44.5142272,0.004650752
44.85014654,0.004555495
45.18860084,0.004462163
45.52960922,0.004370719
45.87319097,0.004281124
46.21936551,0.004193342
46.56815239,0.004107337
46.91957134,0.004023075
47.27364221,0.00394052
47.63038502,0.003859639
47.98981994,0.003780399
48.35196727,0.003702767
48.71684748,0.003626711
49.0844812,0.0035522
49.45488922,0.003479204
49.82809245,0.003407691
50.204112,0.003337634
50.58296913,0.003269002
50.96468523,0.003201767
51.34928189,0.003135901
51.73678085,0.003071378
52.12720401,0.003008169
52.52057343,0.00294625
52.91691135,0.002885594
53.31624017,0.002826176
53.71858246,0.002767971
54.12396096,0.002710954
54.53239858,0.002655103
54.94391841,0.002600393
55.35854371,0.002546803
55.7762979,0.002494308
56.19720462,0.002442887
56.62128763,0.002392519
57.04857092,0.002343181
57.47907863,0.002294851
57.9128351,0.002247508
58.34986484,0.002201132
58.79019255,0.002155701
59.23384313,0.002111196
59.68084164,0.002067598
60.13121335,0.002024887
60.58498372,0.001983045
61.0421784,0.001942054
61.50282321,0.001901896
61.96694421,0.001862553
62.43456763,0.001824009
62.90571988,0.001786248
63.38042761,0.001749252
63.85871764,0.001713007
64.34061701,0.001677495
64.82615296,0.001642704
65.31535292,0.001608616
65.80824455,0.001575219
66.30485571,0.001542497
66.80521446,0.001510438
67.30934909,0.001479026
67.81728809,0.00144825
68.32906016,0.001418095
68.84469424,0.00138855
69.36421947,0.001359602
69.88766521,0.001331239
70.41506105,0.001303448
70.94643679,0.001276218
71.48182248,0.001249539
72.02124836,0.0012234
72.56474494,0.001197791
73.11234292,0.001172703
73.66407326,0.001148126
74.21996715,0.001124049
74.78005599,0.001100465
75.34437146,0.001077364
75.91294544,0.001054735
76.48581007,0.001032572
77.06299772,0.001010864
77.64454104,0.000989604
78.23047287,0.000968782
78.82082634,0.00094839
79.41563482,0.000928421
80.01493192,0.000908865
80.61875152,0.000889715
81.22712775,0.000870963
81.84009499,0.000852601
82.45768788,0.000834622
83.07994134,0.000817018
83.70689053,0.000799782
84.33857089,0.000782906
84.97501813,0.000766384
85.61626821,0.000750208
86.26235738,0.000734373
86.91332215,0.00071887
87.56919933,0.000703693
88.23002597,0.000688836
88.89583943,0.000674293
89.56667735,0.000660056
90.24257764,0.00064612
90.92357849,0.000632477
91.60971841,0.000619121
92.30103617,0.000606045
92.99757085,0.000593243
93.69936181,0.000580708
94.40644872,0.000568436
95.11887155,0.000556419
95.83667056,0.000544652
96.55988633,0.00053313
97.28855972,0.000521848
98.02273193,0.000510799
98.76244444,0.000499979
99.50773908,0.000489383
100.258658,0.000479006
101.0152435,0.000468842
101.7775386,0.000458889
102.5455861,0.00044914
103.3194296,0.000439592
104.0991128,0.00043024
104.8846797,0.00042108
105.6761748,0.000412107
106.4736428,0.000403319
107.2771287,0.000394711
108.086678,0.000386278
108.9023365,0.000378018
109.7241501,0.000369927
110.5521655,0.000362001
111.3864293,0.000354236
112.2269888,0.00034663
113.0738914,0.000339179
113.9271851,0.00033188
114.7869179,0.00032473
115.6531386,0.000317727
116.5258961,0.000310867
117.4052398,0.000304148
118.2912192,0.000297568
119.1838846,0.000291123
120.0832863,0.000284811
120.9894751,0.000278629
121.9025024,0.000272576
122.8224197,0.000266647
123.749279,0.000260842
124.6831327,0.000255157
125.6240336,0.000249591
126.5720348,0.00024414
127.52719,0.000238804
128.4895531,0.000233578
129.4591785,0.000228462
130.436121,0.000223453
131.4204359,0.00021855
132.4121787,0.000213749
133.4114056,0.000209049
134.4181729,0.000204448
135.4325377,0.000199944
136.4545572,0.000195535
137.4842892,0.00019122
138.5217919,0.000186995
139.5671239,0.00018286
140.6203444,0.000178813
141.6815129,0.000174852
142.7506892,0.000170975
143.827934,0.000167181
144.9133079,0.000163468
146.0068725,0.000159833
147.1086895,0.000156277
148.2188212,0.000152796
149.3373303,0.000149391
150.46428,0.000146058
151.5997341,0.000142796
152.7437567,0.000139605
153.8964125,0.000136482
155.0577666,0.000133427
156.2278847,0.000130437
157.4068329,0.000127512
158.5946778,0.00012465
159.7914866,0.00012185
160.9973269,0.000119111
162.212267,0.000116431
163.4363753,0.000113809
164.6697212,0.000111244
165.9123743,0.000108735
167.1644049,0.00010628
168.4258838,0.000103879
169.6968822,0.00010153
170.9774719,9.92E-05
172.2677255,9.70E-05
173.5677157,9.48E-05
174.8775161,9.26E-05
176.1972006,9.05E-05
177.526844,8.85E-05
178.8665213,8.65E-05
180.2163083,8.45E-05
181.5762812,8.26E-05
182.9465169,8.07E-05
184.3270929,7.89E-05
185.7180871,7.70E-05
187.1195783,7.53E-05
188.5316456,7.36E-05
189.9543688,7.19E-05
191.3878284,7.02E-05
192.8321054,6.86E-05
194.2872813,6.70E-05
195.7534385,6.55E-05
197.2306598,6.40E-05
198.7190288,6.25E-05
200.2186294,6.11E-05
201.7295466,5.96E-05
203.2518656,5.83E-05
204.7856726,5.69E-05
206.3310542,5.56E-05
207.8880977,5.43E-05
209.4568913,5.30E-05
211.0375235,5.18E-05
212.6300836,5.06E-05
214.2346618,4.94E-05
215.8513486,4.82E-05
217.4802355,4.71E-05
219.1214146,4.60E-05
220.7749785,4.49E-05
222.4410208,4.38E-05
224.1196356,4.28E-05
225.8109177,4.18E-05
227.5149629,4.08E-05
229.2318674,3.98E-05
230.9617282,3.89E-05
232.7046431,3.79E-05
234.4607106,3.70E-05
236.2300301,3.61E-05
238.0127013,3.53E-05
239.8088253,3.44E-05
241.6185034,3.36E-05
243.4418379,3.28E-05
245.2789319,3.20E-05
247.1298893,3.12E-05
248.9948146,3.04E-05
250.8738132,2.97E-05
252.7669914,2.90E-05
254.6744562,2.83E-05
256.5963153,2.76E-05
258.5326775,2.69E-05
260.4836521,2.63E-05
262.4493493,2.56E-05
264.4298804,2.50E-05
266.4253573,2.44E-05
268.4358927,2.38E-05
270.4616003,2.32E-05
272.5025945,2.26E-05
274.5589908,2.21E-05
276.6309053,2.15E-05
278.7184552,2.10E-05
280.8217585,2.05E-05
282.9409339,2.00E-05
285.0761014,1.95E-05
287.2273816,1.90E-05
289.3948961,1.85E-05
291.5787674,1.81E-05
293.7791188,1.76E-05
295.9960749,1.72E-05
298.2297609,1.68E-05
300.480303,1.64E-05
302.7478285,1.60E-05
305.0324655,1.56E-05
307.3343431,1.52E-05
309.6535915,1.48E-05
311.9903417,1.44E-05
314.3447258,1.41E-05
316.7168768,1.37E-05
319.106929,1.34E-05
321.5150172,1.31E-05
323.9412777,1.27E-05
326.3858476,1.24E-05
328.8488651,1.21E-05
331.3304692,1.18E-05
333.8308005,1.15E-05
336.35,1.12E-05